#Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	HGNC symbol	Gene ID
17	18441117	18528930	CCDC144B	ENSG00000154874
7	151597360	151597459	RNU6-604P	ENSG00000212219
X	19362011	19379823	PDHA1	ENSG00000131828
3	192447344	192447505	RNU1-20P	ENSG00000200184
17	66130816	66131745	SH3GL1P3	ENSG00000267352
12	111819671	111823442	HSPA8P14	ENSG00000257539
11	66742748	66744475	C11orf86	ENSG00000173237
7	36148634	36150482	MARK2P13	ENSG00000228815
6	41757634	41863099	USP49	ENSG00000164663
3	192873245	192874997	VEZF1P1	ENSG00000236229
10	71857979	71892690	AIFM2	ENSG00000042286
13	38136720	38172981	POSTN	ENSG00000133110
14	23625518	23625623	RNU6-1138P	ENSG00000202229
7	4683388	4811074	FOXK1	ENSG00000164916
3	193025033	193032151	ATP13A5-AS1	ENSG00000236508
19	19322782	19363042	NCAN	ENSG00000130287
7	151825964	151826771	YBX1P4	ENSG00000213188
5	36248536	36302216	RANBP3L	ENSG00000164188
14	23728669	23728775	RNU6-1046P	ENSG00000252347
3	193271002	193272877	ATP13A4-AS1	ENSG00000225473
15	34158428	34331377	AVEN	ENSG00000169857
7	152064604	152065746	SEPT7P6	ENSG00000241007
4	174291120	174298683	SAP30	ENSG00000164105
14	23857799	23857881	MIR208A	ENSG00000199157
17	21729601	21731762	UBBP4	ENSG00000263563
Y	9225731	9233636	FAM197Y6	ENSG00000237802
7	152133980	152140272	FABP5P3	ENSG00000241735
3	193336398	193345126	OPA1-AS1	ENSG00000224855
14	23887196	23887272	MIR208B	ENSG00000215991
15	59887074	59932438	GCNT3	ENSG00000140297
22	30950622	30970574	GAL3ST1	ENSG00000128242
4	111286889	111486441	ENPEP	ENSG00000138792
17	39874406	39874512	RNA5SP442	ENSG00000201920
HSCHR5_1_CTG2	94039446	94636885	MCTP1	ENSG00000262742
3	193458262	193458510	RN7SL447P	ENSG00000243991
17	39886381	39886657	RN7SL399P	ENSG00000239542
17	39993316	39993580	RN7SL871P	ENSG00000263830
X	77385245	77395203	TAF9B	ENSG00000187325
11	66774249	66818334	SYT12	ENSG00000173227
7	152142562	152144235	CCT8L1P	ENSG00000020219
10	7792925	7829990	KIN	ENSG00000151657
14	71865054	71865124	SNORD56B	ENSG00000207444
7	152160871	152162634	LINC01003	ENSG00000261455
17	40086888	40117648	TTC25	ENSG00000204815
14	71915406	71915673	RN7SL683P	ENSG00000242330
9	26904081	26947461	PLAA	ENSG00000137055
4	75230860	75254468	EREG	ENSG00000124882
10	89511269	89601100	ATAD1	ENSG00000138138
7	152290058	152290176	RNA5SP250	ENSG00000199404
17	22022437	22023991	MTRNR2L1	ENSG00000256618
2	25551509	25551590	MIR1301	ENSG00000221445
6	37400995	37450603	CMTR1	ENSG00000137200
HSCHR6_MHC_COX	32094614	32097047	RNF5	ENSG00000228405
7	152435527	152435815	RN7SL811P	ENSG00000265439
14	24218445	24220359	BRD7P1	ENSG00000259043
7	152446164	152446820	ATP5F1P3	ENSG00000214003
9	131314866	131395941	SPTAN1	ENSG00000197694
18	29202210	29265799	B4GALT6	ENSG00000118276
7	152454747	152455034	RN7SL845P	ENSG00000244328
2	96991069	96994091	ITPRIPL1	ENSG00000198885
12	44053630	44054904	EEF1A1P17	ENSG00000257907
3	98627303	98627408	RNU6-1263P	ENSG00000207331
12	121746048	121837699	ANAPC5	ENSG00000089053
HSCHR6_MHC_QBL	30610400	30630349	DHX16	ENSG00000206486
3	98699902	98701940	LINC00973	ENSG00000240476
19	44507100	44518078	ZNF230	ENSG00000159882
7	4815253	4833943	AP5Z1	ENSG00000242802
22	19770747	19842462	GNB1L	ENSG00000185838
12	54969171	54982443	PPP1R1A	ENSG00000135447
3	98934068	98935110	ACTG1P13	ENSG00000241305
10	93976089	93976550	NHP2P1	ENSG00000105988
5	118468346	118468577	LAMTOR3P2	ENSG00000248979
4	75310851	75320726	AREG	ENSG00000109321
10	94178424	94180632	MARK2P9	ENSG00000232709
5	118474554	118474660	RNU6-701P	ENSG00000206786
11	60739115	60787849	CD6	ENSG00000013725
5	118490332	118490411	MIR5706	ENSG00000264536
17	4442192	4458926	MYBBP1A	ENSG00000132382
2	203879602	204091101	NBEAL1	ENSG00000144426
15	59930261	59949740	GTF2A2	ENSG00000140307
19	19366450	19373605	HAPLN4	ENSG00000187664
HG7_PATCH	141987080	141991423	PRSS3P3	ENSG00000260474
10	94418801	94419055	RN7SL644P	ENSG00000264313
HG7_PATCH	141999017	141999300	TRBV1	ENSG00000260168
HG7_PATCH	142059022	142059481	TRBV3-2	ENSG00000260849
5	118642039	118642326	RN7SL174P	ENSG00000243333
5	118781411	118781528	RNA5SP190	ENSG00000202092
HG7_PATCH	142080131	142080409	TRBV8-1	ENSG00000260925
3	40540382	40540494	RNU5B-2P	ENSG00000199906
5	132202252	132203723	UQCRQ	ENSG00000164405
3	40628026	40628919	RPL5P10	ENSG00000234067
HG7_PATCH	142094141	142094414	TRBV5-2	ENSG00000259951
6	26045639	26046097	HIST1H3C	ENSG00000196532
3	40637698	40638985	EEF1GP3	ENSG00000226845
HG7_PATCH	142107887	142108157	TRBV8-2	ENSG00000260554
2	26032794	26033525	TPM3P7	ENSG00000187536
17	25621102	25640657	WSB1	ENSG00000109046
2	172778958	172848599	HAT1	ENSG00000128708
3	193711120	193711774	DPPA2P3	ENSG00000224403
3	182971032	183016292	B3GNT5	ENSG00000176597
11	867357	915058	CHID1	ENSG00000177830
10	134973951	135039916	KNDC1	ENSG00000171798
HG7_PATCH	142136731	142137173	TRBV12-1	ENSG00000260215
3	40740557	40740829	HMGN2P24	ENSG00000229072
11	111749659	111756699	C11orf1	ENSG00000137720
14	24261139	24261445	RN7SKP205	ENSG00000222931
5	118890945	118891353	FABP5P6	ENSG00000249919
11	5289582	5526847	HBE1	ENSG00000213931
14	24391456	24403777	LINC00596	ENSG00000259334
Y	24908998	24915934	RBMY2WP	ENSG00000230727
19	19375173	19384200	TM6SF2	ENSG00000213996
7	76822688	76829143	FGL2	ENSG00000127951
14	24407940	24458048	DHRS4-AS1	ENSG00000215256
5	142149949	142608576	ARHGAP26	ENSG00000145819
6	26055968	26056699	HIST1H1C	ENSG00000187837
3	43020759	43101703	FAM198A	ENSG00000144649
HSCHR6_MHC_COX	31682228	31685807	DDAH2	ENSG00000226634
17	44594068	44657088	ARL17A	ENSG00000185829
Y	24997731	24998862	TTTY17A	ENSG00000228240
5	21341942	21589481	GUSBP1	ENSG00000183666
16	1469745	1479345	C16orf91	ENSG00000174109
12	132145608	132145719	RNA5SP377	ENSG00000212154
2	24714783	24993571	NCOA1	ENSG00000084676
15	34260921	34357291	CHRM5	ENSG00000184984
Y	9334896	9342768	FAM197Y3	ENSG00000230066
10	94428502	94429500	EIF2S2P3	ENSG00000236493
5	119673244	119673348	RNU6-718P	ENSG00000251975
6	31707797	31732628	MSH5-SAPCD1	ENSG00000255152
8	18027986	18081198	NAT1	ENSG00000171428
10	123499939	123688316	ATE1	ENSG00000107669
HSCHR6_MHC_APD	31555632	31557434	TNF	ENSG00000228978
19	44529494	44537265	ZNF222	ENSG00000159885
X	122993574	123047829	XIAP	ENSG00000101966
12	55024595	55028679	LACRT	ENSG00000135413
12	8290733	8341133	ZNF705A	ENSG00000196946
10	94866629	94867140	NIP7P1	ENSG00000232805
11	111779289	111794446	CRYAB	ENSG00000109846
1	1227756	1244989	ACAP3	ENSG00000131584
15	34376218	34394149	EMC7	ENSG00000134153
10	94966614	94969384	XRCC6P1	ENSG00000237417
10	45466429	45474258	C10orf10	ENSG00000165507
17	73028670	73061984	KCTD2	ENSG00000180901
HSCHR6_MHC_APD	31559653	31561620	LTB	ENSG00000231314
16	1484384	1494557	CCDC154	ENSG00000197599
17	73314157	73401790	GRB2	ENSG00000177885
4	25749055	25865382	SEL1L3	ENSG00000091490
10	95270305	95270437	RNA5SP323	ENSG00000212396
10	95641050	95641695	RAB11AP1	ENSG00000227995
3	43120724	43147568	POMGNT2	ENSG00000144647
3	9791628	9829903	OGG1	ENSG00000114026
10	95717948	95721297	PIPSL	ENSG00000180764
5	158584417	158637061	RNF145	ENSG00000145860
17	66863433	66951533	ABCA8	ENSG00000141338
HSCHR6_MHC_SSTO	32123003	32129017	PRRT1	ENSG00000235956
10	95806795	95806882	RNY4P26	ENSG00000252895
10	48931789	48931904	RNA5SP314	ENSG00000222406
11	5322244	5323226	OR51B4	ENSG00000183251
7	112063023	112121072	IFRD1	ENSG00000006652
14	101518783	101518862	MIR487A	ENSG00000207558
11	65337901	65341413	SSSCA1	ENSG00000173465
14	101520638	101520723	MIR382	ENSG00000207742
17	61780192	61819330	STRADA	ENSG00000266173
5	132208014	132210738	LEAP2	ENSG00000164406
14	101521008	101521110	MIR134	ENSG00000207993
11	5344541	5345582	OR51B2	ENSG00000184881
10	48952491	48980269	GLUD1P2	ENSG00000227781
14	101521738	101521848	MIR485	ENSG00000208027
3	177990720	178562217	KCNMB2	ENSG00000197584
15	59951345	59981733	BNIP2	ENSG00000140299
7	148287657	148312952	C7orf33	ENSG00000170279
2	31395924	31456724	CAPN14	ENSG00000214711
10	118187379	118237469	PNLIPRP3	ENSG00000203837
22	30972612	31003070	PES1	ENSG00000100029
5	69321074	69338940	SERF1B	ENSG00000205572
14	101522556	101522637	MIR323B	ENSG00000208004
11	5363744	5364809	OR51B5	ENSG00000242180
3	129366635	129612419	TMCC1	ENSG00000172765
18	29339525	29340843	SLC25A52	ENSG00000141437
17	66420592	66420689	MIR635	ENSG00000207561
14	101526092	101526175	MIR154	ENSG00000207978
5	128430444	128449721	ISOC1	ENSG00000066583
11	5372738	5373676	OR51B6	ENSG00000176239
2	26045338	26045819	PTGES3P2	ENSG00000217643
7	4836686	4923350	RADIL	ENSG00000157927
19	44555520	44572144	ZNF223	ENSG00000178386
Y	9355208	9364506	FAM197Y2	ENSG00000234803
17	67000855	67014464	ABCA9-AS1	ENSG00000231749
1	207818458	207911761	CR1L	ENSG00000197721
11	65339820	65341669	FAM89B	ENSG00000176973
7	76940068	77045717	GSAP	ENSG00000186088
16	58233474	58233740	RN7SL645P	ENSG00000240863
6	16129356	16148479	MYLIP	ENSG00000007944
17	67095683	67095797	MIR4524B	ENSG00000265331
17	67095683	67095797	MIR4524A	ENSG00000265331
2	26217663	26217950	UQCRHP2	ENSG00000237629
16	68392231	68482591	SMPD3	ENSG00000103056
HG7_PATCH	142155394	142155893	TRBV11-2	ENSG00000260241
17	67314874	67315102	SNRPGP4	ENSG00000267203
3	99683158	99683242	MIR3921	ENSG00000264897
16	58411956	58412052	RNU6-269P	ENSG00000212379
HG7_PATCH	142162383	142162825	TRBV12-2	ENSG00000261214
16	58418346	58418446	RNU6-1110P	ENSG00000252271
HG7_PATCH	142195614	142196085	TRBV7-5	ENSG00000259903
2	26265544	26265650	RNU6-942P	ENSG00000199872
Y	25012691	25013903	ZNF736P11Y	ENSG00000215537
3	99944218	99944917	VTI1BP1	ENSG00000243974
1	52254863	52344477	NRD1	ENSG00000078618
14	35451163	35498773	SRP54	ENSG00000100883
HG7_PATCH	142378492	142378952	TRBV21-1	ENSG00000260768
4	75480629	75490486	AREGB	ENSG00000205595
HG7_PATCH	142383314	142383764	TRBV22-1	ENSG00000261619
11	111783460	111797595	HSPB2-C11orf52	ENSG00000254445
16	58530812	58530918	RNU6-103P	ENSG00000200556
3	100383894	100384320	GMFBP1	ENSG00000243495
16	58582403	58582537	SNORA46	ENSG00000207493
11	111788756	111797596	C11orf52	ENSG00000149300
2	198570087	198573113	MARS2	ENSG00000247626
11	5410607	5411664	OR51M1	ENSG00000184698
HG7_PATCH	142421876	142422330	TRBVA	ENSG00000260794
16	58593700	58593835	SNORA50	ENSG00000206952
22	19833661	19842419	C22orf29	ENSG00000215012
HG7_PATCH	142436169	142436653	TRBV26	ENSG00000260346
17	36481413	36499730	GPR179	ENSG00000188888
2	113493930	113522254	CKAP2L	ENSG00000169607
11	5423827	5424777	OR51J1	ENSG00000184321
3	100671471	100671577	RNU6-865P	ENSG00000201642
3	100881938	100882830	ACTR3P3	ENSG00000242573
11	5443341	5444436	OR51Q1	ENSG00000167360
HG7_PATCH	142451885	142452425	TRBVB	ENSG00000261735
9	26947037	27062928	IFT74	ENSG00000096872
15	66797297	66842115	ZWILCH	ENSG00000174442
8	144648357	144655141	MROH6	ENSG00000204839
HG7_PATCH	142462860	142463266	PGBD4P1	ENSG00000260353
2	26372073	26373600	SMARCE1P6	ENSG00000214465
2	98108978	98206428	ANKRD36B	ENSG00000196912
HG7_PATCH	142500930	142504458	PRSS3P1	ENSG00000261225
11	5461800	5462744	OR51I1	ENSG00000167359
11	5474638	5475707	OR51I2	ENSG00000187918
4	174305852	174327531	SCRG1	ENSG00000164106
6	167342992	167370679	RNASET2	ENSG00000026297
19	48281829	48287943	SEPW1	ENSG00000178980
8	94146324	94179079	C8orf87	ENSG00000254318
2	64068074	64118696	UGP2	ENSG00000169764
10	127455022	127464390	MMP21	ENSG00000154485
2	153574407	153617767	ARL6IP6	ENSG00000177917
11	5509915	5510979	OR52D1	ENSG00000181609
7	116903971	116904442	MTND4P6	ENSG00000224042
HG7_PATCH	142539536	142540431	WBP1LP1	ENSG00000261808
HSCHR6_MHC_APD	31565222	31568007	LST1	ENSG00000235915
2	26384925	26385423	PPIL1P1	ENSG00000237951
11	5528530	5531215	UBQLN3	ENSG00000175520
HG7_PATCH	142807823	142808190	OR9P1P	ENSG00000260829
19	55912652	55919145	UBE2S	ENSG00000108106
11	2421718	2425106	TSSC4	ENSG00000184281
12	68383225	68628466	IFNG-AS1	ENSG00000255733
11	65343509	65360121	EHBP1L1	ENSG00000173442
HG7_PATCH	142822936	142824191	OR6W1P	ENSG00000260632
2	45168902	45173216	SIX3	ENSG00000138083
6	41873092	41888877	MED20	ENSG00000124641
6	107349407	107372546	C6orf203	ENSG00000130349
4	174446120	174451380	HAND2	ENSG00000164107
18	55711599	56068772	NEDD4L	ENSG00000049759
X	19378174	19533379	MAP3K15	ENSG00000180815
1	24683489	24743424	STPG1	ENSG00000001460
8	18248755	18258728	NAT2	ENSG00000156006
HG736_PATCH	57187307	57207557	ZNF479	ENSG00000260513
5	132211071	132299326	AFF4	ENSG00000072364
16	1494935	1525581	CLCN7	ENSG00000103249
17	68047418	68064236	LINC01028	ENSG00000267603
2	69688532	69901481	AAK1	ENSG00000115977
12	57522276	57607134	LRP1	ENSG00000123384
19	44576297	44593766	ZNF284	ENSG00000186026
17	36508111	36556019	SOCS7	ENSG00000174111
12	68395174	68395328	RPL39P28	ENSG00000244432
21	40556102	40693485	BRWD1	ENSG00000185658
12	55038375	55042277	DCD	ENSG00000161634
2	198591603	198651486	BOLL	ENSG00000152430
18	29409136	29533099	TRAPPC8	ENSG00000153339
19	55940107	55954230	SHISA7	ENSG00000187902
1	150782181	150849244	ARNT	ENSG00000143437
12	68429547	68430633	HNRNPA1P70	ENSG00000236946
6	33384219	33386094	CUTA	ENSG00000112514
5	158690089	158713044	UBLCP1	ENSG00000164332
HG736_PATCH	57023478	57023557	MIR4283-2	ENSG00000266788
HG736_PATCH	57023478	57023557	MIR4283-1	ENSG00000266788
2	27050037	27050388	CDKN2AIPNLP2	ENSG00000145835
11	5535623	5537935	UBQLNL	ENSG00000175518
16	58778155	58778261	RNU6-1155P	ENSG00000200424
7	154795158	154797413	PAXIP1-AS1	ENSG00000273344
16	58804428	58804722	RN7SL143P	ENSG00000244003
17	48620419	48633213	SPATA20	ENSG00000006282
5	135266006	135287280	FBXL21	ENSG00000164616
4	175157809	175205415	FBXO8	ENSG00000164117
16	58810444	58811467	GEMIN8P2	ENSG00000260451
6	31730576	31732628	SAPCD1	ENSG00000228727
3	66119285	66438540	SLC25A26	ENSG00000144741
5	112768251	112770728	TSSK1B	ENSG00000212122
2	45232300	45236569	SIX2	ENSG00000170577
2	218990012	219001976	CXCR2	ENSG00000180871
20	416124	443197	TBC1D20	ENSG00000125875
17	37884749	37887040	MIEN1	ENSG00000141741
19	44598492	44612479	ZNF224	ENSG00000267680
2	26804070	26864236	CIB4	ENSG00000157884
16	59122741	59122995	RPS27P27	ENSG00000244043
19	48304500	48322308	TPRX1	ENSG00000178928
6	16238811	16295780	GMPR	ENSG00000137198
16	59574030	59574170	RNU4-58P	ENSG00000200062
19	55964352	55973710	ISOC2	ENSG00000063241
16	59788365	59788930	APOOP5	ENSG00000260013
2	122095352	122407163	CLASP1	ENSG00000074054
10	127477146	127511817	UROS	ENSG00000188690
6	26087509	26098571	HFE	ENSG00000010704
7	138279030	138386097	SVOPL	ENSG00000157703
17	8130191	8151362	CTC1	ENSG00000178971
11	5565719	5566779	OR52H1	ENSG00000181616
7	154973591	154973894	RN7SKP280	ENSG00000201066
17	79604197	79615779	TSPAN10	ENSG00000182612
11	5602107	5603114	OR52B6	ENSG00000187747
11	66824289	66839484	RHOD	ENSG00000173156
19	19386827	19431653	SUGP1	ENSG00000105705
3	43328004	43466256	SNRK	ENSG00000163788
7	36637440	36639726	AOAH-IT1	ENSG00000230539
2	74776153	74784681	DOK1	ENSG00000115325
6	52866077	52926600	ICK	ENSG00000112144
HSCHR6_MHC_SSTO	32127544	32146625	PPT2	ENSG00000227600
5	21882694	21884421	HSPD1P1	ENSG00000213430
16	28969904	28969982	MIR4517	ENSG00000266868
5	112849380	112930982	YTHDC2	ENSG00000047188
8	94710789	94743755	FAM92A1	ENSG00000188343
6	24495080	24537435	ALDH5A1	ENSG00000112294
16	30064411	30081778	ALDOA	ENSG00000149925
HG736_PATCH	57059581	57076842	TNRC18P3	ENSG00000260039
2	219027568	219031718	CXCR1	ENSG00000163464
6	107386386	107436473	BEND3	ENSG00000178409
3	178735011	178790067	ZMAT3	ENSG00000172667
7	36858564	36859295	NPM1P18	ENSG00000225739
8	18384811	18942240	PSD3	ENSG00000156011
3	13857755	13921618	WNT7A	ENSG00000154764
7	36958962	36959037	MIR1200	ENSG00000221325
HG736_PATCH	57081978	57087966	SLC29A4P1	ENSG00000261756
7	37037401	37053235	ELMO1-AS1	ENSG00000224101
11	13409548	13484844	BTBD10	ENSG00000148925
5	94987885	95034415	SPATA9	ENSG00000145757
7	37156384	37156790	RPS17P13	ENSG00000224706
22	31002825	31023265	TCN2	ENSG00000185339
2	26915619	26956288	KCNK3	ENSG00000171303
8	41434706	41482520	AGPAT6	ENSG00000158669
7	37390747	37390846	RNU6-565P	ENSG00000222869
7	37415125	37415626	RPS10P14	ENSG00000213744
2	27272551	27273132	AGBL5-AS1	ENSG00000231636
8	144656955	144660819	NAPRT1	ENSG00000147813
3	142895127	142897307	PBX2P1	ENSG00000244171
12	88536073	88593664	TMTC3	ENSG00000139324
7	37625103	37625932	NECAP1P1	ENSG00000178503
6	107473761	107780768	PDSS2	ENSG00000164494
3	143061088	143065913	SLC9A9-AS1	ENSG00000240012
17	72199721	72206794	RPL38	ENSG00000172809
5	22142461	22152465	PMCHL1	ENSG00000168967
11	5617339	5634188	TRIM6	ENSG00000121236
15	60296421	60353929	FOXB1	ENSG00000171956
16	29086163	29128039	RRN3P2	ENSG00000103472
3	143100180	143101003	SLC9A9-AS2	ENSG00000244493
6	31733367	31745108	VWA7	ENSG00000204396
3	137906109	138017231	ARMC8	ENSG00000114098
3	143222117	143223115	GAPDHP47	ENSG00000243033
3	158363611	158390482	LXN	ENSG00000079257
3	143235965	143237071	ST13P15	ENSG00000243759
10	71897737	71906432	TYSND1	ENSG00000156521
11	111797868	111893308	DIXDC1	ENSG00000150764
12	56512034	56538455	ESYT1	ENSG00000139641
HSCHR6_MHC_APD	31567993	31572083	NCR3	ENSG00000236315
11	60869867	60895324	CD5	ENSG00000110448
2	219081817	219119079	ARPC2	ENSG00000163466
14	24627812	24627931	RNA5SP383	ENSG00000199804
14	21467414	21470030	SLC39A2	ENSG00000165794
20	47240790	47444420	PREX1	ENSG00000124126
11	2425745	2444275	TRPM5	ENSG00000070985
2	45615819	45839304	SRBD1	ENSG00000068784
2	27283906	27284683	AGBL5-IT1	ENSG00000229122
2	105858200	105859924	GPR45	ENSG00000135973
7	38335364	38335834	TRGVB	ENSG00000231202
12	55224303	55252177	MUCL1	ENSG00000172551
7	38362047	38362331	TRGVA	ENSG00000225992
9	26993134	27005691	LRRC19	ENSG00000184434
2	26987152	27004099	SLC35F6	ENSG00000213699
12	45511554	45511671	RNA5SP361	ENSG00000199556
4	175204828	175254531	CEP44	ENSG00000164118
6	167412670	167466201	FGFR1OP	ENSG00000213066
11	66886740	67025558	KDM2A	ENSG00000173120
7	38374642	38375115	TRGV7	ENSG00000249978
12	45566847	45609824	PLEKHA8P1	ENSG00000134297
7	38380301	38380599	TRGV6	ENSG00000226212
15	66839517	66858317	LCTL	ENSG00000188501
13	38210773	38444562	TRPC4	ENSG00000133107
HG736_PATCH	57128283	57128994	PHKG1P4	ENSG00000261107
3	101076136	101078086	ZNF90P1	ENSG00000241738
12	132379196	132407712	ULK1	ENSG00000177169
3	41808107	41808411	RN7SKP58	ENSG00000222942
3	41900842	41901086	ATP6V0E1P2	ENSG00000223513
3	9799026	9811676	CAMK1	ENSG00000134072
19	55987699	55995854	ZNF628	ENSG00000197483
10	48963181	48964127	DUSP8P1	ENSG00000213686
2	178077291	178088686	HNRNPA3	ENSG00000170144
17	33738079	33760302	SLFN12	ENSG00000172123
3	41996937	41997255	RPL36P20	ENSG00000234270
10	48980162	48981273	CTSLP3	ENSG00000228418
12	113736564	113797298	SLC8B1	ENSG00000089060
2	105880871	105946491	TGFBRAP1	ENSG00000135966
5	158741791	158757895	IL12B	ENSG00000113302
3	101237711	101242731	FAM172BP	ENSG00000175841
12	112107656	112108166	PCNPP1	ENSG00000258359
3	42187138	42187863	TPMTP2	ENSG00000234562
Y	9385717	9388290	TSPY15P	ENSG00000236786
3	42263332	42263457	RNU4-78P	ENSG00000222872
3	42362497	42364187	SALL4P6	ENSG00000231280
22	31031639	31065003	SLC35E4	ENSG00000100036
Y	9448180	9458885	RBMY3AP	ENSG00000231436
19	55996371	55998935	NAT14	ENSG00000090971
3	101334670	101334772	RNU6-1256P	ENSG00000252348
20	459116	524465	CSNK2A1	ENSG00000101266
17	49230920	49249108	NME1-NME2	ENSG00000243678
3	101395274	101398061	ZBTB11-AS1	ENSG00000256628
2	154333852	154335322	RPRM	ENSG00000177519
3	101431316	101432035	PDCL3P4	ENSG00000244119
19	48322703	48346587	CRX	ENSG00000105392
12	112277571	112280706	MAPKAPK5-AS1	ENSG00000234608
10	26727132	26856732	APBB1IP	ENSG00000077420
5	82373317	82649606	XRCC4	ENSG00000152422
5	22580334	22580928	GCNT1P2	ENSG00000249206
4	75669969	75719896	BTC	ENSG00000174808
5	128795958	129074376	ADAMTS19	ENSG00000145808
5	23201554	23201836	RN7SL572P	ENSG00000264118
7	72602009	72602776	PHBP5	ENSG00000233523
17	36584662	36668628	ARHGAP23	ENSG00000225485
22	31048038	31063877	DUSP18	ENSG00000167065
5	159343790	159399551	ADRA1B	ENSG00000170214
11	60897728	60929089	VPS37C	ENSG00000167987
9	27109139	27230173	TEK	ENSG00000120156
7	38384631	38385100	TRGV5P	ENSG00000228668
7	38570643	38570939	RN7SL83P	ENSG00000241756
3	43396351	43733086	ANO10	ENSG00000160746
7	38694805	38696213	KRT8P20	ENSG00000227404
10	95897505	95899257	HDAC1P1	ENSG00000234724
7	39023843	39053151	POU6F2-AS2	ENSG00000233854
7	72634611	72649979	NCF1B	ENSG00000182487
10	95915396	95915502	RNU6-657P	ENSG00000206631
5	135364584	135399507	TGFBI	ENSG00000120708
17	18853658	18925908	SLC5A10	ENSG00000154025
14	65213002	65346601	SPTB	ENSG00000070182
Y	9461792	9463961	TSPY25P	ENSG00000234110
10	103605356	103815950	C10orf76	ENSG00000120029
Y	9477858	9478325	TSPY16P	ENSG00000226223
10	30301729	30404423	KIAA1462	ENSG00000165757
10	96039034	96046828	PLCE1-AS1	ENSG00000268894
Y	9528709	9531566	TTTY8	ENSG00000183385
5	31639517	32111037	PDZD2	ENSG00000133401
19	41197434	41224112	ADCK4	ENSG00000123815
4	75858305	75975325	PARM1	ENSG00000169116
10	76993727	76995788	COMTD1	ENSG00000165644
3	158414681	158450485	RARRES1	ENSG00000118849
5	159436120	159492550	TTC1	ENSG00000113312
16	1535887	1538982	PTX4	ENSG00000251692
17	68163102	68165543	KCNJ2-AS1	ENSG00000267365
15	34394274	34396591	PGBD4	ENSG00000182405
17	68237465	68237902	CALM2P1	ENSG00000267170
14	99947506	100001381	CCNK	ENSG00000090061
10	96406121	96407753	CTBP2P2	ENSG00000235746
19	48337701	48364769	TPRX2P	ENSG00000259009
10	96533913	96534390	MTND4P19	ENSG00000230338
19	44616334	44637027	ZNF225	ENSG00000256294
2	182537815	182545603	NEUROD1	ENSG00000162992
X	77526961	77583048	CYSLTR1	ENSG00000173198
10	96625609	96632886	CYP2C58P	ENSG00000235199
19	48373723	48389654	SULT2A1	ENSG00000105398
15	66994566	67074338	SMAD6	ENSG00000137834
HSCHR6_MHC_QBL	30633702	30645208	PPP1R18	ENSG00000206485
Y	9544433	9552871	TTTY7B	ENSG00000147761
HSCHR6_MHC_APD	31735723	31742275	MSH5	ENSG00000233345
X	52112173	52118823	XAGE2B	ENSG00000155622
1	24742284	24799466	NIPAL3	ENSG00000001461
1	207925402	207968858	CD46	ENSG00000117335
3	102473908	102474014	RNU6-461P	ENSG00000201065
3	102878804	102878968	RNU1-43P	ENSG00000201922
19	48471303	48495427	BSPH1	ENSG00000188334
3	102959831	102960074	NDUFA4P2	ENSG00000236691
16	1543345	1560458	TELO2	ENSG00000100726
19	55999771	56030465	SSC5D	ENSG00000179954
17	73034958	73043080	ATP5H	ENSG00000167863
7	99699172	99707968	AP4M1	ENSG00000221838
19	44645710	44663156	ZNF234	ENSG00000263002
15	34432875	34502297	KATNBL1	ENSG00000134152
2	27615651	27616234	FTH1P3	ENSG00000213453
10	49087398	49094515	FAM35EP	ENSG00000230210
4	111538579	111563279	PITX2	ENSG00000164093
2	190425305	190448484	SLC40A1	ENSG00000138449
10	49090136	49090419	RN7SL527P	ENSG00000266197
2	26987157	27023935	CENPA	ENSG00000115163
10	71907045	71930279	SAR1A	ENSG00000079332
10	118305443	118327367	PNLIP	ENSG00000175535
7	39444197	39445945	POU6F2-AS1	ENSG00000224122
10	49217898	49239729	CTGLF12P	ENSG00000179296
17	46147414	46178883	CBX1	ENSG00000108468
19	48497908	48528410	ELSPBP1	ENSG00000169393
X	77911566	77914825	ZCCHC5	ENSG00000179300
3	183205319	183273477	KLHL6	ENSG00000172578
X	19552093	19905719	SH3KBP1	ENSG00000147010
X	52235228	52243954	XAGE1B	ENSG00000204382
6	46965440	47010099	GPR110	ENSG00000153292
10	49248476	49248591	RNA5SP315	ENSG00000252149
2	3192696	3381653	TSSC1	ENSG00000032389
3	42382080	42383859	EIF4BP4	ENSG00000229572
6	107811162	107981357	SOBP	ENSG00000112320
10	49256241	49268060	BMS1P7	ENSG00000243899
20	9495005	9511171	LAMP5	ENSG00000125869
7	39773231	39832691	LINC00265	ENSG00000188185
5	120046393	120046535	RNU4-69P	ENSG00000222609
16	60688139	60690553	GNPATP	ENSG00000259844
17	40592216	40592277	RNU7-97P	ENSG00000238704
2	27698361	27698462	RNU6-986P	ENSG00000200003
17	40646791	40646848	MIR548AT	ENSG00000264314
10	49272334	49327498	PTPN20CP	ENSG00000126542
3	9821544	9834695	TADA3	ENSG00000171148
HG388_HG400_PATCH	111744779	111751966	FDXACB1	ENSG00000262028
17	40666206	40666325	MIR5010	ENSG00000265611
7	39807940	39808043	RNU6-719P	ENSG00000252480
17	40685550	40686027	PTP4A2P1	ENSG00000267185
7	39836192	39837510	CICP22	ENSG00000226220
2	74785010	74875465	M1AP	ENSG00000159374
